62	0
63	1
64	1
65	0
66	0
67	0
68	0
69	0
70	0
196	0
197	0
198	1
199	1
200	0
201	0
202	0
203	0
204	0
406	0
407	1
408	1
409	0
410	0
411	0
412	0
413	0
598	0
599	1
600	1
601	0
602	0
603	0
604	0
684	0
685	1
686	1
687	0
688	0
689	0
690	0
966	0
967	1
968	0
969	0
970	0
971	0
972	0
1098	0
1099	1
1100	1
1101	1
1102	0
1103	0
1104	0
1105	0
1106	0
1270	1
1271	1
1272	1
1273	0
1274	0
1275	0
1276	0
1277	0
1329	0
1330	1
1331	1
1332	0
1333	0
1334	0
1335	0
1336	0
1337	0
1338	0
1516	0
1517	0
1518	1
1519	1
1520	0
1521	0
1522	0
1523	0
1524	0
1525	0
1637	0
1638	1
1639	1
1640	0
1641	0
1642	0
1643	0
1644	0
1835	0
1836	1
1837	1
1838	0
1839	0
1840	0
1961	0
1962	0
1963	1
1964	0
1965	0
1966	0
1967	0
2023	0
2024	0
2025	0
2026	1
2027	1
2028	1
2029	0
2030	0
2031	0
2032	0
2033	0
2034	0
2126	0
2127	1
2128	0
2129	0
2130	0
2131	0
2132	0
2226	0
2227	1
2228	1
2229	1
2230	0
2231	0
2232	0
2233	0
2234	0
2388	0
2389	0
2390	1
2391	1
2392	0
2393	0
2394	0
2395	0
2396	0
2397	0
2494	0
2495	0
2496	1
2497	1
2498	0
2499	0
2500	0
2501	0
2502	0
2503	0
2504	0
2703	0
2704	0
2705	1
2706	0
2707	0
2708	0
2709	0
2796	0
2797	1
2798	1
2799	0
2800	0
2801	0
2802	0
2825	0
2826	0
2827	0
2828	1
2829	1
2830	1
2831	0
2832	0
2833	0
2834	0
2835	0
2836	0
3023	0
3024	1
3025	1
3026	1
3027	0
3028	0
3029	0
3030	0
3031	0
3201	0
3202	0
3203	1
3204	1
3205	0
3206	0
3207	0
3208	0
3209	0
3220	0
3221	0
3222	0
3223	0
3224	0
3287	0
3288	0
3289	1
3290	1
3291	0
3292	0
3293	0
3294	0
3295	0
3303	0
3304	0
3305	0
3306	0
3307	0
3321	0
3322	1
3323	1
3324	0
3325	0
