378	0
379	0
380	1
381	1
382	0
383	0
384	0
385	0
386	0
387	0
473	0
474	1
475	1
476	1
477	0
478	0
479	0
480	0
481	0
769	0
770	0
771	1
772	1
773	0
774	0
775	0
776	0
777	0
1636	0
1637	0
1638	1
1639	1
1640	0
1641	0
1642	0
1643	0
2020	0
2021	0
2022	1
2023	1
2024	1
2025	0
2026	0
2027	0
2028	0
2029	0
2030	0
2031	0
2032	0
2048	0
2049	1
2050	1
2051	0
2052	0
2053	0
2054	0
2055	0
2056	0
2057	0
2058	0
2059	0
2087	0
2088	0
2089	0
2090	1
2091	1
2092	0
2093	0
2094	0
2095	0
2096	0
2097	0
2478	0
2479	0
2480	1
2481	0
2482	0
2483	0
2484	0
2485	0
2486	0
2487	0
2488	0
2852	0
2853	0
2854	1
2855	0
2856	0
2857	0
2858	0
2859	0
2860	0
3630	0
3631	0
3632	1
3633	1
3634	1
3635	1
3636	1
3637	1
3638	1
3639	0
3640	0
3641	0
3642	0
3643	0
3644	0
3645	0
3646	1
3647	1
3648	0
3649	0
3650	0
3651	0
3652	0
3653	0
3654	0
3655	0
3656	1
3657	1
3658	0
3659	0
3660	1
3661	1
3662	1
3663	1
3664	1
3665	1
3666	1
3667	0
3668	0
3669	0
3670	0
3671	0
3672	0
3673	1
3674	1
3675	1
3676	0
3677	0
3678	0
3679	0
3680	0
3717	0
3718	1
3719	1
3720	0
3721	0
3722	0
3865	0
3866	0
3867	1
3868	1
3869	0
3870	0
3871	0
3872	0
3873	0
4015	0
4016	0
4017	1
4018	1
4019	0
4020	0
4021	0
4022	0
4309	0
4310	0
4311	1
4312	0
4313	0
4314	0
4315	0
4316	0
4317	0
4318	0
4319	0
4949	0
4950	0
4951	0
4952	1
4953	1
4954	1
4955	0
4956	0
4957	0
4958	0
4959	0
4960	0
4961	0
4962	0
4963	0
5653	0
5654	0
5655	0
5656	1
5657	1
5658	0
5659	0
5660	0
5661	0
5683	0
5684	0
5685	0
5686	0
5687	0
6075	0
6076	0
6077	1
6078	1
6079	0
6080	0
6081	0
6082	0
6083	0
6084	0
6085	0
6488	0
6489	0
6490	1
6491	1
6492	0
6493	0
6494	0
6495	0
6496	0
6497	0
6969	0
6970	0
6971	1
6972	1
6973	0
6974	0
6975	0
6976	0
6977	0
6978	0
7713	0
7714	0
7715	1
7716	1
7717	0
7718	0
7719	0
7720	0
7721	0
7722	0
7723	0
8121	0
8122	0
8123	0
8124	0
8125	0
8126	1
8127	1
8128	0
8129	0
8130	0
8131	0
8132	0
8133	0
8433	0
8434	0
8435	1
8436	1
8437	0
8438	0
8439	0
8440	0
8441	0
9367	0
9368	0
9369	0
9370	1
9371	1
9372	1
9373	1
9374	1
9375	1
9376	1
9377	1
9378	0
9379	0
9380	0
9381	0
9382	0
9383	0
9384	0
9385	0
9404	0
9405	1
9406	1
9407	1
9408	1
9409	1
9410	1
9411	1
9412	1
9413	0
9414	0
9415	0
9442	0
9443	0
9886	0
9887	0
9888	1
9889	1
9890	0
9891	0
9892	0
9893	0
9894	0
9895	0
9896	0
10520	0
10521	0
10522	1
10523	1
10524	0
10525	0
10526	0
10527	0
10740	0
10741	0
10742	0
10743	1
10744	0
10745	0
10746	0
10747	0
11883	0
11884	0
11885	0
11886	1
11887	1
11888	0
11889	0
11890	0
11891	0
11892	0
12775	0
12776	0
12777	1
12778	1
12779	1
12780	0
12781	0
12782	0
12783	0
12784	0
12785	0
12786	0
12787	0
12788	0
12789	0
12790	0
12791	0
12792	0
12793	0
13147	0
13148	0
13149	1
13150	1
13151	1
13152	1
13153	0
13154	0
13155	0
13156	0
13157	0
13158	0
13159	0
13945	0
13946	0
13947	0
13948	0
13949	0
13950	0
13951	0
14547	0
14548	0
14549	0
14550	0
14551	1
14552	1
14553	0
14554	0
14555	0
14556	0
14557	0
